Leading Cancer Sites,Leading Cancer Sites Code,Year,Sex,Sex Code,Race,Race Code,Count
Cervix Uteri,27010,2008,Female,F,American Indian or Alaska Native,1002-5,42.0
Cervix Uteri,27010,2008,Female,F,Asian or Pacific Islander,A-PI,117.0
Cervix Uteri,27010,2008,Female,F,Black or African American,2054-5,417.0
Cervix Uteri,27010,2008,Female,F,White,2106-3,2654.0
Cervix Uteri,27010,2008,Female,F,Other Races and Unknown combined,2131-1,57.0
Cervix Uteri,27010,2009,Female,F,American Indian or Alaska Native,1002-5,57.0
Cervix Uteri,27010,2009,Female,F,Asian or Pacific Islander,A-PI,112.0
Cervix Uteri,27010,2009,Female,F,Black or African American,2054-5,432.0
Cervix Uteri,27010,2009,Female,F,White,2106-3,2712.0
Cervix Uteri,27010,2009,Female,F,Other Races and Unknown combined,2131-1,49.0
Cervix Uteri,27010,2010,Female,F,American Indian or Alaska Native,1002-5,39.0
Cervix Uteri,27010,2010,Female,F,Asian or Pacific Islander,A-PI,121.0
Cervix Uteri,27010,2010,Female,F,Black or African American,2054-5,426.0
Cervix Uteri,27010,2010,Female,F,White,2106-3,2443.0
Cervix Uteri,27010,2010,Female,F,Other Races and Unknown combined,2131-1,65.0
Cervix Uteri,27010,2011,Female,F,American Indian or Alaska Native,1002-5,47.0
Cervix Uteri,27010,2011,Female,F,Asian or Pacific Islander,A-PI,113.0
Cervix Uteri,27010,2011,Female,F,Black or African American,2054-5,372.0
Cervix Uteri,27010,2011,Female,F,White,2106-3,2396.0
Cervix Uteri,27010,2011,Female,F,Other Races and Unknown combined,2131-1,53.0
Cervix Uteri,27010,2012,Female,F,American Indian or Alaska Native,1002-5,34.0
Cervix Uteri,27010,2012,Female,F,Asian or Pacific Islander,A-PI,104.0
Cervix Uteri,27010,2012,Female,F,Black or African American,2054-5,432.0
Cervix Uteri,27010,2012,Female,F,White,2106-3,2383.0
Cervix Uteri,27010,2012,Female,F,Other Races and Unknown combined,2131-1,56.0
Cervix Uteri,27010,2013,Female,F,American Indian or Alaska Native,1002-5,34.0
Cervix Uteri,27010,2013,Female,F,Asian or Pacific Islander,A-PI,121.0
Cervix Uteri,27010,2013,Female,F,Black or African American,2054-5,417.0
Cervix Uteri,27010,2013,Female,F,White,2106-3,2358.0
Cervix Uteri,27010,2013,Female,F,Other Races and Unknown combined,2131-1,61.0
Cervix Uteri,27010,2014,Female,F,American Indian or Alaska Native,1002-5,45.0
Cervix Uteri,27010,2014,Female,F,Asian or Pacific Islander,A-PI,122.0
Cervix Uteri,27010,2014,Female,F,Black or African American,2054-5,382.0
Cervix Uteri,27010,2014,Female,F,White,2106-3,2545.0
Cervix Uteri,27010,2014,Female,F,Other Races and Unknown combined,2131-1,68.0
Cervix Uteri,27010,2015,Female,F,American Indian or Alaska Native,1002-5,48.0
Cervix Uteri,27010,2015,Female,F,Asian or Pacific Islander,A-PI,123.0
Cervix Uteri,27010,2015,Female,F,Black or African American,2054-5,417.0
Cervix Uteri,27010,2015,Female,F,White,2106-3,2594.0
Cervix Uteri,27010,2015,Female,F,Other Races and Unknown combined,2131-1,69.0
Cervix Uteri,27010,2016,Female,F,American Indian or Alaska Native,1002-5,50.0
Cervix Uteri,27010,2016,Female,F,Asian or Pacific Islander,A-PI,162.0
Cervix Uteri,27010,2016,Female,F,Black or African American,2054-5,454.0
Cervix Uteri,27010,2016,Female,F,White,2106-3,2747.0
Cervix Uteri,27010,2016,Female,F,Other Races and Unknown combined,2131-1,82.0
Cervix Uteri,27010,2017,Female,F,American Indian or Alaska Native,1002-5,51.0
Cervix Uteri,27010,2017,Female,F,Asian or Pacific Islander,A-PI,146.0
Cervix Uteri,27010,2017,Female,F,Black or African American,2054-5,439.0
Cervix Uteri,27010,2017,Female,F,White,2106-3,2639.0
Cervix Uteri,27010,2017,Female,F,Other Races and Unknown combined,2131-1,92.0
Cervix Uteri,27010,2018,Female,F,American Indian or Alaska Native,1002-5,54.0
Cervix Uteri,27010,2018,Female,F,Asian or Pacific Islander,A-PI,114.0
Cervix Uteri,27010,2018,Female,F,Black or African American,2054-5,430.0
Cervix Uteri,27010,2018,Female,F,White,2106-3,2662.0
Cervix Uteri,27010,2018,Female,F,Other Races and Unknown combined,2131-1,102.0
Cervix Uteri,27010,2019,Female,F,American Indian or Alaska Native,1002-5,51.0
Cervix Uteri,27010,2019,Female,F,Asian or Pacific Islander,A-PI,155.0
Cervix Uteri,27010,2019,Female,F,Black or African American,2054-5,451.0
Cervix Uteri,27010,2019,Female,F,White,2106-3,2664.0
Cervix Uteri,27010,2019,Female,F,Other Races and Unknown combined,2131-1,120.0
Cervix Uteri,27010,2020,Female,F,American Indian or Alaska Native,1002-5,38.0
Cervix Uteri,27010,2020,Female,F,Asian or Pacific Islander,A-PI,132.0
Cervix Uteri,27010,2020,Female,F,Black or African American,2054-5,395.0
Cervix Uteri,27010,2020,Female,F,White,2106-3,2314.0
Cervix Uteri,27010,2020,Female,F,Other Races and Unknown combined,2131-1,107.0
Cervix Uteri,27010,2021,Female,F,American Indian or Alaska Native,1002-5,44.0
Cervix Uteri,27010,2021,Female,F,Asian or Pacific Islander,A-PI,167.0
Cervix Uteri,27010,2021,Female,F,Black or African American,2054-5,384.0
Cervix Uteri,27010,2021,Female,F,White,2106-3,2406.0
Cervix Uteri,27010,2021,Female,F,Other Races and Unknown combined,2131-1,117.0
Colon and Rectum,21041-21052,1999,Female,F,Asian or Pacific Islander,A-PI,51.0
Colon and Rectum,21041-21052,1999,Female,F,Black or African American,2054-5,289.0
Colon and Rectum,21041-21052,1999,Female,F,White,2106-3,1069.0
Colon and Rectum,21041-21052,1999,Female,F,Other Races and Unknown combined,2131-1,16.0
Colon and Rectum,21041-21052,1999,Male,M,Asian or Pacific Islander,A-PI,60.0
Colon and Rectum,21041-21052,1999,Male,M,Black or African American,2054-5,219.0
Colon and Rectum,21041-21052,1999,Male,M,White,2106-3,1218.0
Colon and Rectum,21041-21052,2000,Female,F,Asian or Pacific Islander,A-PI,64.0
Colon and Rectum,21041-21052,2000,Female,F,Black or African American,2054-5,215.0
Colon and Rectum,21041-21052,2000,Female,F,White,2106-3,1120.0
Colon and Rectum,21041-21052,2000,Female,F,Other Races and Unknown combined,2131-1,22.0
Colon and Rectum,21041-21052,2000,Male,M,Asian or Pacific Islander,A-PI,77.0
Colon and Rectum,21041-21052,2000,Male,M,Black or African American,2054-5,232.0
Colon and Rectum,21041-21052,2000,Male,M,White,2106-3,1276.0
Colon and Rectum,21041-21052,2001,Female,F,Asian or Pacific Islander,A-PI,68.0
Colon and Rectum,21041-21052,2001,Female,F,Black or African American,2054-5,224.0
Colon and Rectum,21041-21052,2001,Female,F,White,2106-3,1165.0
Colon and Rectum,21041-21052,2001,Male,M,American Indian or Alaska Native,1002-5,17.0
Colon and Rectum,21041-21052,2001,Male,M,Asian or Pacific Islander,A-PI,82.0
Colon and Rectum,21041-21052,2001,Male,M,Black or African American,2054-5,228.0
Colon and Rectum,21041-21052,2001,Male,M,White,2106-3,1278.0
Colon and Rectum,21041-21052,2001,Male,M,Other Races and Unknown combined,2131-1,21.0
Colon and Rectum,21041-21052,2002,Female,F,American Indian or Alaska Native,1002-5,21.0
Colon and Rectum,21041-21052,2002,Female,F,Asian or Pacific Islander,A-PI,79.0
Colon and Rectum,21041-21052,2002,Female,F,Black or African American,2054-5,230.0
Colon and Rectum,21041-21052,2002,Female,F,White,2106-3,1226.0
Colon and Rectum,21041-21052,2002,Female,F,Other Races and Unknown combined,2131-1,18.0
Colon and Rectum,21041-21052,2002,Male,M,Asian or Pacific Islander,A-PI,85.0
Colon and Rectum,21041-21052,2002,Male,M,Black or African American,2054-5,204.0
Colon and Rectum,21041-21052,2002,Male,M,White,2106-3,1298.0
Colon and Rectum,21041-21052,2002,Male,M,Other Races and Unknown combined,2131-1,26.0
Colon and Rectum,21041-21052,2003,Female,F,Asian or Pacific Islander,A-PI,80.0
Colon and Rectum,21041-21052,2003,Female,F,Black or African American,2054-5,233.0
Colon and Rectum,21041-21052,2003,Female,F,White,2106-3,1225.0
Colon and Rectum,21041-21052,2003,Male,M,American Indian or Alaska Native,1002-5,23.0
Colon and Rectum,21041-21052,2003,Male,M,Asian or Pacific Islander,A-PI,86.0
Colon and Rectum,21041-21052,2003,Male,M,Black or African American,2054-5,213.0
Colon and Rectum,21041-21052,2003,Male,M,White,2106-3,1332.0
Colon and Rectum,21041-21052,2003,Male,M,Other Races and Unknown combined,2131-1,23.0
Colon and Rectum,21041-21052,2004,Female,F,American Indian or Alaska Native,1002-5,20.0
Colon and Rectum,21041-21052,2004,Female,F,Asian or Pacific Islander,A-PI,82.0
Colon and Rectum,21041-21052,2004,Female,F,Black or African American,2054-5,259.0
Colon and Rectum,21041-21052,2004,Female,F,White,2106-3,1276.0
Colon and Rectum,21041-21052,2004,Male,M,Asian or Pacific Islander,A-PI,76.0
Colon and Rectum,21041-21052,2004,Male,M,Black or African American,2054-5,212.0
Colon and Rectum,21041-21052,2004,Male,M,White,2106-3,1375.0
Colon and Rectum,21041-21052,2004,Male,M,Other Races and Unknown combined,2131-1,16.0
Colon and Rectum,21041-21052,2005,Female,F,American Indian or Alaska Native,1002-5,18.0
Colon and Rectum,21041-21052,2005,Female,F,Asian or Pacific Islander,A-PI,89.0
Colon and Rectum,21041-21052,2005,Female,F,Black or African American,2054-5,249.0
Colon and Rectum,21041-21052,2005,Female,F,White,2106-3,1194.0
Colon and Rectum,21041-21052,2005,Female,F,Other Races and Unknown combined,2131-1,21.0
Colon and Rectum,21041-21052,2005,Male,M,Asian or Pacific Islander,A-PI,72.0
Colon and Rectum,21041-21052,2005,Male,M,Black or African American,2054-5,231.0
Colon and Rectum,21041-21052,2005,Male,M,White,2106-3,1344.0
Colon and Rectum,21041-21052,2005,Male,M,Other Races and Unknown combined,2131-1,22.0
Colon and Rectum,21041-21052,2006,Female,F,American Indian or Alaska Native,1002-5,19.0
Colon and Rectum,21041-21052,2006,Female,F,Asian or Pacific Islander,A-PI,92.0
Colon and Rectum,21041-21052,2006,Female,F,Black or African American,2054-5,265.0
Colon and Rectum,21041-21052,2006,Female,F,White,2106-3,1273.0
Colon and Rectum,21041-21052,2006,Female,F,Other Races and Unknown combined,2131-1,17.0
Colon and Rectum,21041-21052,2006,Male,M,American Indian or Alaska Native,1002-5,17.0
Colon and Rectum,21041-21052,2006,Male,M,Asian or Pacific Islander,A-PI,83.0
Colon and Rectum,21041-21052,2006,Male,M,Black or African American,2054-5,273.0
Colon and Rectum,21041-21052,2006,Male,M,White,2106-3,1426.0
Colon and Rectum,21041-21052,2006,Male,M,Other Races and Unknown combined,2131-1,30.0
Colon and Rectum,21041-21052,2007,Female,F,American Indian or Alaska Native,1002-5,20.0
Colon and Rectum,21041-21052,2007,Female,F,Asian or Pacific Islander,A-PI,88.0
Colon and Rectum,21041-21052,2007,Female,F,Black or African American,2054-5,262.0
Colon and Rectum,21041-21052,2007,Female,F,White,2106-3,1225.0
Colon and Rectum,21041-21052,2007,Female,F,Other Races and Unknown combined,2131-1,24.0
Colon and Rectum,21041-21052,2007,Male,M,American Indian or Alaska Native,1002-5,25.0
Colon and Rectum,21041-21052,2007,Male,M,Asian or Pacific Islander,A-PI,109.0
Colon and Rectum,21041-21052,2007,Male,M,Black or African American,2054-5,278.0
Colon and Rectum,21041-21052,2007,Male,M,White,2106-3,1377.0
Colon and Rectum,21041-21052,2007,Male,M,Other Races and Unknown combined,2131-1,23.0
Colon and Rectum,21041-21052,2008,Female,F,American Indian or Alaska Native,1002-5,17.0
Colon and Rectum,21041-21052,2008,Female,F,Asian or Pacific Islander,A-PI,104.0
Colon and Rectum,21041-21052,2008,Female,F,Black or African American,2054-5,271.0
Colon and Rectum,21041-21052,2008,Female,F,White,2106-3,1334.0
Colon and Rectum,21041-21052,2008,Female,F,Other Races and Unknown combined,2131-1,19.0
Colon and Rectum,21041-21052,2008,Male,M,American Indian or Alaska Native,1002-5,21.0
Colon and Rectum,21041-21052,2008,Male,M,Asian or Pacific Islander,A-PI,88.0
Colon and Rectum,21041-21052,2008,Male,M,Black or African American,2054-5,257.0
Colon and Rectum,21041-21052,2008,Male,M,White,2106-3,1436.0
Colon and Rectum,21041-21052,2008,Male,M,Other Races and Unknown combined,2131-1,23.0
Colon and Rectum,21041-21052,2009,Female,F,Asian or Pacific Islander,A-PI,81.0
Colon and Rectum,21041-21052,2009,Female,F,Black or African American,2054-5,275.0
Colon and Rectum,21041-21052,2009,Female,F,White,2106-3,1310.0
Colon and Rectum,21041-21052,2009,Female,F,Other Races and Unknown combined,2131-1,30.0
Colon and Rectum,21041-21052,2009,Male,M,American Indian or Alaska Native,1002-5,24.0
Colon and Rectum,21041-21052,2009,Male,M,Asian or Pacific Islander,A-PI,97.0
Colon and Rectum,21041-21052,2009,Male,M,Black or African American,2054-5,231.0
Colon and Rectum,21041-21052,2009,Male,M,White,2106-3,1447.0
Colon and Rectum,21041-21052,2009,Male,M,Other Races and Unknown combined,2131-1,33.0
Colon and Rectum,21041-21052,2010,Female,F,American Indian or Alaska Native,1002-5,26.0
Colon and Rectum,21041-21052,2010,Female,F,Asian or Pacific Islander,A-PI,89.0
Colon and Rectum,21041-21052,2010,Female,F,Black or African American,2054-5,275.0
Colon and Rectum,21041-21052,2010,Female,F,White,2106-3,1384.0
Colon and Rectum,21041-21052,2010,Female,F,Other Races and Unknown combined,2131-1,18.0
Colon and Rectum,21041-21052,2010,Male,M,American Indian or Alaska Native,1002-5,19.0
Colon and Rectum,21041-21052,2010,Male,M,Asian or Pacific Islander,A-PI,87.0
Colon and Rectum,21041-21052,2010,Male,M,Black or African American,2054-5,245.0
Colon and Rectum,21041-21052,2010,Male,M,White,2106-3,1482.0
Colon and Rectum,21041-21052,2010,Male,M,Other Races and Unknown combined,2131-1,27.0
Colon and Rectum,21041-21052,2011,Female,F,American Indian or Alaska Native,1002-5,16.0
Colon and Rectum,21041-21052,2011,Female,F,Asian or Pacific Islander,A-PI,110.0
Colon and Rectum,21041-21052,2011,Female,F,Black or African American,2054-5,286.0
Colon and Rectum,21041-21052,2011,Female,F,White,2106-3,1380.0
Colon and Rectum,21041-21052,2011,Female,F,Other Races and Unknown combined,2131-1,24.0
Colon and Rectum,21041-21052,2011,Male,M,Asian or Pacific Islander,A-PI,105.0
Colon and Rectum,21041-21052,2011,Male,M,Black or African American,2054-5,266.0
Colon and Rectum,21041-21052,2011,Male,M,White,2106-3,1418.0
Colon and Rectum,21041-21052,2011,Male,M,Other Races and Unknown combined,2131-1,39.0
Colon and Rectum,21041-21052,2012,Female,F,American Indian or Alaska Native,1002-5,22.0
Colon and Rectum,21041-21052,2012,Female,F,Asian or Pacific Islander,A-PI,90.0
Colon and Rectum,21041-21052,2012,Female,F,Black or African American,2054-5,326.0
Colon and Rectum,21041-21052,2012,Female,F,White,2106-3,1458.0
Colon and Rectum,21041-21052,2012,Female,F,Other Races and Unknown combined,2131-1,34.0
Colon and Rectum,21041-21052,2012,Male,M,American Indian or Alaska Native,1002-5,19.0
Colon and Rectum,21041-21052,2012,Male,M,Asian or Pacific Islander,A-PI,75.0
Colon and Rectum,21041-21052,2012,Male,M,Black or African American,2054-5,251.0
Colon and Rectum,21041-21052,2012,Male,M,White,2106-3,1579.0
Colon and Rectum,21041-21052,2012,Male,M,Other Races and Unknown combined,2131-1,36.0
Colon and Rectum,21041-21052,2013,Female,F,American Indian or Alaska Native,1002-5,22.0
Colon and Rectum,21041-21052,2013,Female,F,Asian or Pacific Islander,A-PI,106.0
Colon and Rectum,21041-21052,2013,Female,F,Black or African American,2054-5,279.0
Colon and Rectum,21041-21052,2013,Female,F,White,2106-3,1410.0
Colon and Rectum,21041-21052,2013,Female,F,Other Races and Unknown combined,2131-1,26.0
Colon and Rectum,21041-21052,2013,Male,M,American Indian or Alaska Native,1002-5,25.0
Colon and Rectum,21041-21052,2013,Male,M,Asian or Pacific Islander,A-PI,115.0
Colon and Rectum,21041-21052,2013,Male,M,Black or African American,2054-5,265.0
Colon and Rectum,21041-21052,2013,Male,M,White,2106-3,1560.0
Colon and Rectum,21041-21052,2013,Male,M,Other Races and Unknown combined,2131-1,26.0
Colon and Rectum,21041-21052,2014,Female,F,American Indian or Alaska Native,1002-5,30.0
Colon and Rectum,21041-21052,2014,Female,F,Asian or Pacific Islander,A-PI,120.0
Colon and Rectum,21041-21052,2014,Female,F,Black or African American,2054-5,338.0
Colon and Rectum,21041-21052,2014,Female,F,White,2106-3,1672.0
Colon and Rectum,21041-21052,2014,Female,F,Other Races and Unknown combined,2131-1,33.0
Colon and Rectum,21041-21052,2014,Male,M,American Indian or Alaska Native,1002-5,25.0
Colon and Rectum,21041-21052,2014,Male,M,Asian or Pacific Islander,A-PI,125.0
Colon and Rectum,21041-21052,2014,Male,M,Black or African American,2054-5,274.0
Colon and Rectum,21041-21052,2014,Male,M,White,2106-3,1738.0
Colon and Rectum,21041-21052,2014,Male,M,Other Races and Unknown combined,2131-1,41.0
Colon and Rectum,21041-21052,2015,Female,F,American Indian or Alaska Native,1002-5,27.0
Colon and Rectum,21041-21052,2015,Female,F,Asian or Pacific Islander,A-PI,135.0
Colon and Rectum,21041-21052,2015,Female,F,Black or African American,2054-5,360.0
Colon and Rectum,21041-21052,2015,Female,F,White,2106-3,1796.0
Colon and Rectum,21041-21052,2015,Female,F,Other Races and Unknown combined,2131-1,36.0
Colon and Rectum,21041-21052,2015,Male,M,American Indian or Alaska Native,1002-5,27.0
Colon and Rectum,21041-21052,2015,Male,M,Asian or Pacific Islander,A-PI,120.0
Colon and Rectum,21041-21052,2015,Male,M,Black or African American,2054-5,336.0
Colon and Rectum,21041-21052,2015,Male,M,White,2106-3,1942.0
Colon and Rectum,21041-21052,2015,Male,M,Other Races and Unknown combined,2131-1,44.0
Colon and Rectum,21041-21052,2016,Female,F,American Indian or Alaska Native,1002-5,35.0
Colon and Rectum,21041-21052,2016,Female,F,Asian or Pacific Islander,A-PI,122.0
