Leading Cancer Sites,Leading Cancer Sites Code,Year,Age Groups,Age Group Code,Sex,Sex Code,Race,Race Code,Deaths
Lung and Bronchus,22030,2014,30-34 years,30-34,Male,M,White,2106-3,29.0
Lung and Bronchus,22030,2014,35-39 years,35-39,Female,F,Black or African American,2054-5,21.0
Lung and Bronchus,22030,2014,35-39 years,35-39,Female,F,White,2106-3,82.0
Lung and Bronchus,22030,2014,35-39 years,35-39,Male,M,Black or African American,2054-5,29.0
Lung and Bronchus,22030,2014,35-39 years,35-39,Male,M,White,2106-3,111.0
Lung and Bronchus,22030,2015,25-29 years,25-29,Male,M,White,2106-3,22.0
Lung and Bronchus,22030,2015,30-34 years,30-34,Female,F,White,2106-3,36.0
Lung and Bronchus,22030,2015,30-34 years,30-34,Male,M,White,2106-3,30.0
Lung and Bronchus,22030,2015,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Lung and Bronchus,22030,2015,35-39 years,35-39,Female,F,White,2106-3,75.0
Lung and Bronchus,22030,2015,35-39 years,35-39,Male,M,Black or African American,2054-5,42.0
Lung and Bronchus,22030,2015,35-39 years,35-39,Male,M,White,2106-3,92.0
Lung and Bronchus,22030,2016,30-34 years,30-34,Female,F,White,2106-3,25.0
Lung and Bronchus,22030,2016,30-34 years,30-34,Male,M,White,2106-3,43.0
Lung and Bronchus,22030,2016,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,17.0
Lung and Bronchus,22030,2016,35-39 years,35-39,Female,F,White,2106-3,97.0
Lung and Bronchus,22030,2016,35-39 years,35-39,Male,M,Black or African American,2054-5,29.0
Lung and Bronchus,22030,2016,35-39 years,35-39,Male,M,White,2106-3,84.0
Lung and Bronchus,22030,2017,30-34 years,30-34,Female,F,White,2106-3,22.0
Lung and Bronchus,22030,2017,30-34 years,30-34,Male,M,Black or African American,2054-5,17.0
Lung and Bronchus,22030,2017,30-34 years,30-34,Male,M,White,2106-3,32.0
Lung and Bronchus,22030,2017,35-39 years,35-39,Female,F,Black or African American,2054-5,23.0
Lung and Bronchus,22030,2017,35-39 years,35-39,Female,F,White,2106-3,70.0
Lung and Bronchus,22030,2017,35-39 years,35-39,Male,M,Black or African American,2054-5,33.0
Lung and Bronchus,22030,2017,35-39 years,35-39,Male,M,White,2106-3,88.0
Lung and Bronchus,22030,2018,30-34 years,30-34,Female,F,White,2106-3,25.0
Lung and Bronchus,22030,2018,30-34 years,30-34,Male,M,White,2106-3,39.0
Lung and Bronchus,22030,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,20.0
Lung and Bronchus,22030,2018,35-39 years,35-39,Female,F,White,2106-3,80.0
Lung and Bronchus,22030,2018,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Lung and Bronchus,22030,2018,35-39 years,35-39,Male,M,White,2106-3,77.0
Lung and Bronchus,22030,2019,30-34 years,30-34,Female,F,White,2106-3,23.0
Lung and Bronchus,22030,2019,30-34 years,30-34,Male,M,White,2106-3,30.0
Lung and Bronchus,22030,2019,35-39 years,35-39,Female,F,Black or African American,2054-5,19.0
Lung and Bronchus,22030,2019,35-39 years,35-39,Female,F,White,2106-3,75.0
Lung and Bronchus,22030,2019,35-39 years,35-39,Male,M,Black or African American,2054-5,24.0
Lung and Bronchus,22030,2019,35-39 years,35-39,Male,M,White,2106-3,83.0
Lung and Bronchus,22030,2020,25-29 years,25-29,Female,F,White,2106-3,19.0
Lung and Bronchus,22030,2020,30-34 years,30-34,Female,F,White,2106-3,23.0
Lung and Bronchus,22030,2020,30-34 years,30-34,Male,M,White,2106-3,34.0
Lung and Bronchus,22030,2020,35-39 years,35-39,Female,F,White,2106-3,71.0
Lung and Bronchus,22030,2020,35-39 years,35-39,Male,M,Black or African American,2054-5,32.0
Lung and Bronchus,22030,2020,35-39 years,35-39,Male,M,White,2106-3,65.0
Lung and Bronchus,22030,2021,25-29 years,25-29,Male,M,White,2106-3,17.0
Lung and Bronchus,22030,2021,30-34 years,30-34,Female,F,White,2106-3,25.0
Lung and Bronchus,22030,2021,30-34 years,30-34,Male,M,White,2106-3,29.0
Lung and Bronchus,22030,2021,35-39 years,35-39,Female,F,White,2106-3,62.0
Lung and Bronchus,22030,2021,35-39 years,35-39,Male,M,Black or African American,2054-5,35.0
Lung and Bronchus,22030,2021,35-39 years,35-39,Male,M,White,2106-3,71.0
Melanoma of the Skin,25010,1999,25-29 years,25-29,Female,F,White,2106-3,24.0
Melanoma of the Skin,25010,1999,25-29 years,25-29,Male,M,White,2106-3,37.0
Melanoma of the Skin,25010,1999,30-34 years,30-34,Female,F,White,2106-3,58.0
Melanoma of the Skin,25010,1999,30-34 years,30-34,Male,M,White,2106-3,69.0
Melanoma of the Skin,25010,1999,35-39 years,35-39,Female,F,White,2106-3,87.0
Melanoma of the Skin,25010,1999,35-39 years,35-39,Male,M,White,2106-3,149.0
Melanoma of the Skin,25010,2000,20-24 years,20-24,Female,F,White,2106-3,17.0
Melanoma of the Skin,25010,2000,20-24 years,20-24,Male,M,White,2106-3,17.0
Melanoma of the Skin,25010,2000,25-29 years,25-29,Female,F,White,2106-3,23.0
Melanoma of the Skin,25010,2000,25-29 years,25-29,Male,M,White,2106-3,32.0
Melanoma of the Skin,25010,2000,30-34 years,30-34,Female,F,White,2106-3,49.0
Melanoma of the Skin,25010,2000,30-34 years,30-34,Male,M,White,2106-3,76.0
Melanoma of the Skin,25010,2000,35-39 years,35-39,Female,F,White,2106-3,113.0
Melanoma of the Skin,25010,2000,35-39 years,35-39,Male,M,White,2106-3,116.0
Melanoma of the Skin,25010,2001,25-29 years,25-29,Female,F,White,2106-3,32.0
Melanoma of the Skin,25010,2001,25-29 years,25-29,Male,M,White,2106-3,38.0
Melanoma of the Skin,25010,2001,30-34 years,30-34,Female,F,White,2106-3,51.0
Melanoma of the Skin,25010,2001,30-34 years,30-34,Male,M,White,2106-3,63.0
Melanoma of the Skin,25010,2001,35-39 years,35-39,Female,F,White,2106-3,82.0
Melanoma of the Skin,25010,2001,35-39 years,35-39,Male,M,White,2106-3,129.0
Melanoma of the Skin,25010,2002,20-24 years,20-24,Female,F,White,2106-3,17.0
Melanoma of the Skin,25010,2002,20-24 years,20-24,Male,M,White,2106-3,17.0
Melanoma of the Skin,25010,2002,25-29 years,25-29,Female,F,White,2106-3,32.0
Melanoma of the Skin,25010,2002,25-29 years,25-29,Male,M,White,2106-3,36.0
Melanoma of the Skin,25010,2002,30-34 years,30-34,Female,F,White,2106-3,43.0
Melanoma of the Skin,25010,2002,30-34 years,30-34,Male,M,White,2106-3,81.0
Melanoma of the Skin,25010,2002,35-39 years,35-39,Female,F,White,2106-3,92.0
Melanoma of the Skin,25010,2002,35-39 years,35-39,Male,M,White,2106-3,118.0
Melanoma of the Skin,25010,2003,20-24 years,20-24,Male,M,White,2106-3,18.0
Melanoma of the Skin,25010,2003,25-29 years,25-29,Female,F,White,2106-3,21.0
Melanoma of the Skin,25010,2003,25-29 years,25-29,Male,M,White,2106-3,40.0
Melanoma of the Skin,25010,2003,30-34 years,30-34,Female,F,White,2106-3,48.0
Melanoma of the Skin,25010,2003,30-34 years,30-34,Male,M,White,2106-3,77.0
Melanoma of the Skin,25010,2003,35-39 years,35-39,Female,F,White,2106-3,73.0
Melanoma of the Skin,25010,2003,35-39 years,35-39,Male,M,White,2106-3,113.0
Melanoma of the Skin,25010,2004,25-29 years,25-29,Female,F,White,2106-3,26.0
Melanoma of the Skin,25010,2004,25-29 years,25-29,Male,M,White,2106-3,41.0
Melanoma of the Skin,25010,2004,30-34 years,30-34,Female,F,White,2106-3,50.0
Melanoma of the Skin,25010,2004,30-34 years,30-34,Male,M,White,2106-3,74.0
Melanoma of the Skin,25010,2004,35-39 years,35-39,Female,F,White,2106-3,82.0
Melanoma of the Skin,25010,2004,35-39 years,35-39,Male,M,White,2106-3,109.0
Melanoma of the Skin,25010,2005,20-24 years,20-24,Male,M,White,2106-3,16.0
Melanoma of the Skin,25010,2005,25-29 years,25-29,Female,F,White,2106-3,32.0
Melanoma of the Skin,25010,2005,25-29 years,25-29,Male,M,White,2106-3,59.0
Melanoma of the Skin,25010,2005,30-34 years,30-34,Female,F,White,2106-3,46.0
Melanoma of the Skin,25010,2005,30-34 years,30-34,Male,M,White,2106-3,74.0
Melanoma of the Skin,25010,2005,35-39 years,35-39,Female,F,White,2106-3,85.0
Melanoma of the Skin,25010,2005,35-39 years,35-39,Male,M,White,2106-3,91.0
Melanoma of the Skin,25010,2006,20-24 years,20-24,Male,M,White,2106-3,20.0
Melanoma of the Skin,25010,2006,25-29 years,25-29,Female,F,White,2106-3,18.0
Melanoma of the Skin,25010,2006,25-29 years,25-29,Male,M,White,2106-3,36.0
Melanoma of the Skin,25010,2006,30-34 years,30-34,Female,F,White,2106-3,57.0
Melanoma of the Skin,25010,2006,30-34 years,30-34,Male,M,White,2106-3,72.0
Melanoma of the Skin,25010,2006,35-39 years,35-39,Female,F,White,2106-3,64.0
Melanoma of the Skin,25010,2006,35-39 years,35-39,Male,M,White,2106-3,121.0
Melanoma of the Skin,25010,2007,20-24 years,20-24,Male,M,White,2106-3,17.0
Melanoma of the Skin,25010,2007,25-29 years,25-29,Female,F,White,2106-3,36.0
Melanoma of the Skin,25010,2007,25-29 years,25-29,Male,M,White,2106-3,37.0
Melanoma of the Skin,25010,2007,30-34 years,30-34,Female,F,White,2106-3,43.0
Melanoma of the Skin,25010,2007,30-34 years,30-34,Male,M,White,2106-3,55.0
Melanoma of the Skin,25010,2007,35-39 years,35-39,Female,F,White,2106-3,68.0
Melanoma of the Skin,25010,2007,35-39 years,35-39,Male,M,White,2106-3,87.0
Melanoma of the Skin,25010,2008,20-24 years,20-24,Male,M,White,2106-3,22.0
Melanoma of the Skin,25010,2008,25-29 years,25-29,Female,F,White,2106-3,29.0
Melanoma of the Skin,25010,2008,25-29 years,25-29,Male,M,White,2106-3,39.0
Melanoma of the Skin,25010,2008,30-34 years,30-34,Female,F,White,2106-3,47.0
Melanoma of the Skin,25010,2008,30-34 years,30-34,Male,M,White,2106-3,68.0
Melanoma of the Skin,25010,2008,35-39 years,35-39,Female,F,White,2106-3,54.0
Melanoma of the Skin,25010,2008,35-39 years,35-39,Male,M,White,2106-3,95.0
Melanoma of the Skin,25010,2009,20-24 years,20-24,Male,M,White,2106-3,20.0
Melanoma of the Skin,25010,2009,25-29 years,25-29,Female,F,White,2106-3,23.0
Melanoma of the Skin,25010,2009,25-29 years,25-29,Male,M,White,2106-3,44.0
Melanoma of the Skin,25010,2009,30-34 years,30-34,Female,F,White,2106-3,65.0
Melanoma of the Skin,25010,2009,30-34 years,30-34,Male,M,White,2106-3,70.0
Melanoma of the Skin,25010,2009,35-39 years,35-39,Female,F,White,2106-3,75.0
Melanoma of the Skin,25010,2009,35-39 years,35-39,Male,M,White,2106-3,103.0
Melanoma of the Skin,25010,2010,20-24 years,20-24,Male,M,White,2106-3,22.0
Melanoma of the Skin,25010,2010,25-29 years,25-29,Female,F,White,2106-3,33.0
Melanoma of the Skin,25010,2010,25-29 years,25-29,Male,M,White,2106-3,45.0
Melanoma of the Skin,25010,2010,30-34 years,30-34,Female,F,White,2106-3,42.0
Melanoma of the Skin,25010,2010,30-34 years,30-34,Male,M,White,2106-3,44.0
Melanoma of the Skin,25010,2010,35-39 years,35-39,Female,F,White,2106-3,70.0
Melanoma of the Skin,25010,2010,35-39 years,35-39,Male,M,White,2106-3,94.0
Melanoma of the Skin,25010,2011,25-29 years,25-29,Female,F,White,2106-3,21.0
Melanoma of the Skin,25010,2011,25-29 years,25-29,Male,M,White,2106-3,35.0
Melanoma of the Skin,25010,2011,30-34 years,30-34,Female,F,White,2106-3,40.0
Melanoma of the Skin,25010,2011,30-34 years,30-34,Male,M,White,2106-3,61.0
Melanoma of the Skin,25010,2011,35-39 years,35-39,Female,F,White,2106-3,69.0
Melanoma of the Skin,25010,2011,35-39 years,35-39,Male,M,White,2106-3,77.0
Melanoma of the Skin,25010,2012,25-29 years,25-29,Female,F,White,2106-3,18.0
Melanoma of the Skin,25010,2012,25-29 years,25-29,Male,M,White,2106-3,34.0
Melanoma of the Skin,25010,2012,30-34 years,30-34,Female,F,White,2106-3,47.0
Melanoma of the Skin,25010,2012,30-34 years,30-34,Male,M,White,2106-3,54.0
Melanoma of the Skin,25010,2012,35-39 years,35-39,Female,F,White,2106-3,62.0
Melanoma of the Skin,25010,2012,35-39 years,35-39,Male,M,White,2106-3,78.0
Melanoma of the Skin,25010,2013,25-29 years,25-29,Female,F,White,2106-3,21.0
Melanoma of the Skin,25010,2013,25-29 years,25-29,Male,M,White,2106-3,35.0
Melanoma of the Skin,25010,2013,30-34 years,30-34,Female,F,White,2106-3,49.0
Melanoma of the Skin,25010,2013,30-34 years,30-34,Male,M,White,2106-3,60.0
Melanoma of the Skin,25010,2013,35-39 years,35-39,Female,F,White,2106-3,70.0
Melanoma of the Skin,25010,2013,35-39 years,35-39,Male,M,White,2106-3,103.0
Melanoma of the Skin,25010,2014,25-29 years,25-29,Female,F,White,2106-3,28.0
Melanoma of the Skin,25010,2014,25-29 years,25-29,Male,M,White,2106-3,35.0
Melanoma of the Skin,25010,2014,30-34 years,30-34,Female,F,White,2106-3,35.0
Melanoma of the Skin,25010,2014,30-34 years,30-34,Male,M,White,2106-3,67.0
Melanoma of the Skin,25010,2014,35-39 years,35-39,Female,F,White,2106-3,55.0
Melanoma of the Skin,25010,2014,35-39 years,35-39,Male,M,White,2106-3,106.0
Melanoma of the Skin,25010,2015,25-29 years,25-29,Female,F,White,2106-3,18.0
Melanoma of the Skin,25010,2015,25-29 years,25-29,Male,M,White,2106-3,24.0
Melanoma of the Skin,25010,2015,30-34 years,30-34,Female,F,White,2106-3,34.0
Melanoma of the Skin,25010,2015,30-34 years,30-34,Male,M,White,2106-3,50.0
Melanoma of the Skin,25010,2015,35-39 years,35-39,Female,F,White,2106-3,60.0
Melanoma of the Skin,25010,2015,35-39 years,35-39,Male,M,White,2106-3,69.0
Melanoma of the Skin,25010,2016,25-29 years,25-29,Female,F,White,2106-3,20.0
Melanoma of the Skin,25010,2016,25-29 years,25-29,Male,M,White,2106-3,30.0
Melanoma of the Skin,25010,2016,30-34 years,30-34,Female,F,White,2106-3,35.0
Melanoma of the Skin,25010,2016,30-34 years,30-34,Male,M,White,2106-3,42.0
Melanoma of the Skin,25010,2016,35-39 years,35-39,Female,F,White,2106-3,50.0
Melanoma of the Skin,25010,2016,35-39 years,35-39,Male,M,White,2106-3,68.0
Melanoma of the Skin,25010,2017,25-29 years,25-29,Female,F,White,2106-3,17.0
Melanoma of the Skin,25010,2017,25-29 years,25-29,Male,M,White,2106-3,24.0
Melanoma of the Skin,25010,2017,30-34 years,30-34,Female,F,White,2106-3,39.0
Melanoma of the Skin,25010,2017,30-34 years,30-34,Male,M,White,2106-3,42.0
Melanoma of the Skin,25010,2017,35-39 years,35-39,Female,F,White,2106-3,45.0
Melanoma of the Skin,25010,2017,35-39 years,35-39,Male,M,White,2106-3,77.0
Melanoma of the Skin,25010,2018,25-29 years,25-29,Male,M,White,2106-3,22.0
Melanoma of the Skin,25010,2018,30-34 years,30-34,Female,F,White,2106-3,32.0
Melanoma of the Skin,25010,2018,30-34 years,30-34,Male,M,White,2106-3,46.0
Melanoma of the Skin,25010,2018,35-39 years,35-39,Female,F,White,2106-3,61.0
Melanoma of the Skin,25010,2018,35-39 years,35-39,Male,M,White,2106-3,75.0
Melanoma of the Skin,25010,2019,25-29 years,25-29,Male,M,White,2106-3,21.0
Melanoma of the Skin,25010,2019,30-34 years,30-34,Female,F,White,2106-3,35.0
Melanoma of the Skin,25010,2019,30-34 years,30-34,Male,M,White,2106-3,38.0
Melanoma of the Skin,25010,2019,35-39 years,35-39,Female,F,White,2106-3,50.0
Melanoma of the Skin,25010,2019,35-39 years,35-39,Male,M,White,2106-3,58.0
Melanoma of the Skin,25010,2020,25-29 years,25-29,Male,M,White,2106-3,17.0
Melanoma of the Skin,25010,2020,30-34 years,30-34,Female,F,White,2106-3,32.0
Melanoma of the Skin,25010,2020,30-34 years,30-34,Male,M,White,2106-3,34.0
Melanoma of the Skin,25010,2020,35-39 years,35-39,Female,F,White,2106-3,50.0
Melanoma of the Skin,25010,2020,35-39 years,35-39,Male,M,White,2106-3,72.0
Melanoma of the Skin,25010,2021,30-34 years,30-34,Female,F,White,2106-3,21.0
Melanoma of the Skin,25010,2021,30-34 years,30-34,Male,M,White,2106-3,26.0
Melanoma of the Skin,25010,2021,35-39 years,35-39,Female,F,White,2106-3,46.0
Melanoma of the Skin,25010,2021,35-39 years,35-39,Male,M,White,2106-3,60.0
Myeloma,34000,1999,35-39 years,35-39,Male,M,White,2106-3,26.0
Myeloma,34000,2005,35-39 years,35-39,Male,M,White,2106-3,16.0
Myeloma,34000,2008,35-39 years,35-39,Male,M,White,2106-3,16.0
Non-Hodgkin Lymphoma,33041-33042,1999,20-24 years,20-24,Female,F,White,2106-3,25.0
Non-Hodgkin Lymphoma,33041-33042,1999,20-24 years,20-24,Male,M,White,2106-3,49.0
Non-Hodgkin Lymphoma,33041-33042,1999,25-29 years,25-29,Female,F,White,2106-3,31.0
Non-Hodgkin Lymphoma,33041-33042,1999,25-29 years,25-29,Male,M,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,1999,25-29 years,25-29,Male,M,White,2106-3,48.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Female,F,White,2106-3,53.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Male,M,Black or African American,2054-5,22.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Male,M,White,2106-3,82.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,26.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Female,F,White,2106-3,90.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Male,M,Black or African American,2054-5,36.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Male,M,White,2106-3,163.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Female,F,White,2106-3,27.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Male,M,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Male,M,White,2106-3,58.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Female,F,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Female,F,White,2106-3,39.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Male,M,White,2106-3,50.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Female,F,White,2106-3,48.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Male,M,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Male,M,White,2106-3,81.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Female,F,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Female,F,White,2106-3,76.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Male,M,Black or African American,2054-5,37.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Male,M,White,2106-3,150.0
Non-Hodgkin Lymphoma,33041-33042,2001,20-24 years,20-24,Female,F,White,2106-3,28.0
Non-Hodgkin Lymphoma,33041-33042,2001,20-24 years,20-24,Male,M,White,2106-3,37.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Female,F,White,2106-3,38.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Male,M,White,2106-3,52.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Female,F,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Female,F,White,2106-3,43.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Male,M,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Male,M,White,2106-3,88.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Female,F,White,2106-3,85.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Male,M,Black or African American,2054-5,42.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Male,M,White,2106-3,149.0
Non-Hodgkin Lymphoma,33041-33042,2002,20-24 years,20-24,Female,F,White,2106-3,26.0
Non-Hodgkin Lymphoma,33041-33042,2002,20-24 years,20-24,Male,M,White,2106-3,52.0
Non-Hodgkin Lymphoma,33041-33042,2002,25-29 years,25-29,Female,F,White,2106-3,26.0
Non-Hodgkin Lymphoma,33041-33042,2002,25-29 years,25-29,Male,M,White,2106-3,58.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Female,F,White,2106-3,46.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Male,M,Black or African American,2054-5,29.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Male,M,White,2106-3,73.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Female,F,White,2106-3,71.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Male,M,Black or African American,2054-5,27.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Male,M,White,2106-3,123.0
Non-Hodgkin Lymphoma,33041-33042,2003,20-24 years,20-24,Female,F,White,2106-3,28.0
Non-Hodgkin Lymphoma,33041-33042,2003,20-24 years,20-24,Male,M,White,2106-3,45.0
Non-Hodgkin Lymphoma,33041-33042,2003,25-29 years,25-29,Female,F,White,2106-3,22.0
Non-Hodgkin Lymphoma,33041-33042,2003,25-29 years,25-29,Male,M,White,2106-3,44.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Female,F,White,2106-3,35.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Male,M,Black or African American,2054-5,24.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Male,M,White,2106-3,76.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Female,F,Black or African American,2054-5,20.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Female,F,White,2106-3,58.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Male,M,Black or African American,2054-5,22.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Male,M,White,2106-3,125.0
Non-Hodgkin Lymphoma,33041-33042,2004,20-24 years,20-24,Female,F,White,2106-3,25.0
Non-Hodgkin Lymphoma,33041-33042,2004,20-24 years,20-24,Male,M,White,2106-3,39.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Female,F,White,2106-3,20.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Male,M,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Male,M,White,2106-3,64.0
Non-Hodgkin Lymphoma,33041-33042,2004,30-34 years,30-34,Female,F,White,2106-3,43.0
Non-Hodgkin Lymphoma,33041-33042,2004,30-34 years,30-34,Male,M,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2004,30-34 years,30-34,Male,M,White,2106-3,59.0
Non-Hodgkin Lymphoma,33041-33042,2004,35-39 years,35-39,Female,F,White,2106-3,51.0
Non-Hodgkin Lymphoma,33041-33042,2004,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2004,35-39 years,35-39,Male,M,White,2106-3,107.0
Non-Hodgkin Lymphoma,33041-33042,2005,20-24 years,20-24,Male,M,White,2106-3,40.0
Non-Hodgkin Lymphoma,33041-33042,2005,25-29 years,25-29,Female,F,White,2106-3,26.0
Non-Hodgkin Lymphoma,33041-33042,2005,25-29 years,25-29,Male,M,White,2106-3,36.0
Non-Hodgkin Lymphoma,33041-33042,2005,30-34 years,30-34,Female,F,White,2106-3,37.0
Non-Hodgkin Lymphoma,33041-33042,2005,30-34 years,30-34,Male,M,Black or African American,2054-5,25.0
Non-Hodgkin Lymphoma,33041-33042,2005,30-34 years,30-34,Male,M,White,2106-3,53.0
Non-Hodgkin Lymphoma,33041-33042,2005,35-39 years,35-39,Female,F,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2005,35-39 years,35-39,Female,F,White,2106-3,52.0
Non-Hodgkin Lymphoma,33041-33042,2005,35-39 years,35-39,Male,M,Black or African American,2054-5,22.0
Non-Hodgkin Lymphoma,33041-33042,2005,35-39 years,35-39,Male,M,White,2106-3,90.0
Non-Hodgkin Lymphoma,33041-33042,2006,20-24 years,20-24,Female,F,White,2106-3,17.0
Non-Hodgkin Lymphoma,33041-33042,2006,20-24 years,20-24,Male,M,White,2106-3,44.0
Non-Hodgkin Lymphoma,33041-33042,2006,25-29 years,25-29,Female,F,White,2106-3,29.0
Non-Hodgkin Lymphoma,33041-33042,2006,25-29 years,25-29,Male,M,White,2106-3,48.0
Non-Hodgkin Lymphoma,33041-33042,2006,30-34 years,30-34,Female,F,White,2106-3,32.0
Non-Hodgkin Lymphoma,33041-33042,2006,30-34 years,30-34,Male,M,White,2106-3,53.0
Non-Hodgkin Lymphoma,33041-33042,2006,35-39 years,35-39,Female,F,Black or African American,2054-5,22.0
Non-Hodgkin Lymphoma,33041-33042,2006,35-39 years,35-39,Female,F,White,2106-3,49.0
Non-Hodgkin Lymphoma,33041-33042,2006,35-39 years,35-39,Male,M,Black or African American,2054-5,28.0
Non-Hodgkin Lymphoma,33041-33042,2006,35-39 years,35-39,Male,M,White,2106-3,73.0
Non-Hodgkin Lymphoma,33041-33042,2007,20-24 years,20-24,Female,F,White,2106-3,23.0
Non-Hodgkin Lymphoma,33041-33042,2007,20-24 years,20-24,Male,M,White,2106-3,42.0
Non-Hodgkin Lymphoma,33041-33042,2007,25-29 years,25-29,Female,F,White,2106-3,23.0
Non-Hodgkin Lymphoma,33041-33042,2007,25-29 years,25-29,Male,M,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2007,25-29 years,25-29,Male,M,White,2106-3,44.0
Non-Hodgkin Lymphoma,33041-33042,2007,30-34 years,30-34,Female,F,White,2106-3,26.0
Non-Hodgkin Lymphoma,33041-33042,2007,30-34 years,30-34,Male,M,White,2106-3,51.0
Non-Hodgkin Lymphoma,33041-33042,2007,35-39 years,35-39,Female,F,White,2106-3,63.0
Non-Hodgkin Lymphoma,33041-33042,2007,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2007,35-39 years,35-39,Male,M,White,2106-3,95.0
Non-Hodgkin Lymphoma,33041-33042,2008,20-24 years,20-24,Female,F,White,2106-3,17.0
Non-Hodgkin Lymphoma,33041-33042,2008,20-24 years,20-24,Male,M,White,2106-3,38.0
Non-Hodgkin Lymphoma,33041-33042,2008,25-29 years,25-29,Female,F,White,2106-3,20.0
Non-Hodgkin Lymphoma,33041-33042,2008,25-29 years,25-29,Male,M,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2008,25-29 years,25-29,Male,M,White,2106-3,40.0
Non-Hodgkin Lymphoma,33041-33042,2008,30-34 years,30-34,Female,F,White,2106-3,31.0
