Leading Cancer Sites,Leading Cancer Sites Code,Year,Age Groups,Age Groups Code,Sex,Sex Code,Race,Race Code,Count
Brain and Other Nervous System,31010-31040,2014,25-29 years,25-29,Female,F,Black or African American,2054-5,46.0
Brain and Other Nervous System,31010-31040,2014,25-29 years,25-29,Female,F,White,2106-3,239.0
Brain and Other Nervous System,31010-31040,2014,25-29 years,25-29,Male,M,Black or African American,2054-5,32.0
Brain and Other Nervous System,31010-31040,2014,25-29 years,25-29,Male,M,White,2106-3,349.0
Brain and Other Nervous System,31010-31040,2014,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,18.0
Brain and Other Nervous System,31010-31040,2014,30-34 years,30-34,Female,F,Black or African American,2054-5,35.0
Brain and Other Nervous System,31010-31040,2014,30-34 years,30-34,Female,F,White,2106-3,285.0
Brain and Other Nervous System,31010-31040,2014,30-34 years,30-34,Male,M,Black or African American,2054-5,33.0
Brain and Other Nervous System,31010-31040,2014,30-34 years,30-34,Male,M,White,2106-3,399.0
Brain and Other Nervous System,31010-31040,2014,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,19.0
Brain and Other Nervous System,31010-31040,2014,35-39 years,35-39,Female,F,Black or African American,2054-5,29.0
Brain and Other Nervous System,31010-31040,2014,35-39 years,35-39,Female,F,White,2106-3,281.0
Brain and Other Nervous System,31010-31040,2014,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,23.0
Brain and Other Nervous System,31010-31040,2014,35-39 years,35-39,Male,M,Black or African American,2054-5,49.0
Brain and Other Nervous System,31010-31040,2014,35-39 years,35-39,Male,M,White,2106-3,341.0
Brain and Other Nervous System,31010-31040,2015,20-24 years,20-24,Female,F,Black or African American,2054-5,24.0
Brain and Other Nervous System,31010-31040,2015,20-24 years,20-24,Female,F,White,2106-3,188.0
Brain and Other Nervous System,31010-31040,2015,20-24 years,20-24,Male,M,Black or African American,2054-5,28.0
Brain and Other Nervous System,31010-31040,2015,20-24 years,20-24,Male,M,White,2106-3,215.0
Brain and Other Nervous System,31010-31040,2015,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,21.0
Brain and Other Nervous System,31010-31040,2015,25-29 years,25-29,Female,F,Black or African American,2054-5,29.0
Brain and Other Nervous System,31010-31040,2015,25-29 years,25-29,Female,F,White,2106-3,240.0
Brain and Other Nervous System,31010-31040,2015,25-29 years,25-29,Male,M,Black or African American,2054-5,39.0
Brain and Other Nervous System,31010-31040,2015,25-29 years,25-29,Male,M,White,2106-3,290.0
Brain and Other Nervous System,31010-31040,2015,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,18.0
Brain and Other Nervous System,31010-31040,2015,30-34 years,30-34,Female,F,Black or African American,2054-5,35.0
Brain and Other Nervous System,31010-31040,2015,30-34 years,30-34,Female,F,White,2106-3,319.0
Brain and Other Nervous System,31010-31040,2015,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,25.0
Brain and Other Nervous System,31010-31040,2015,30-34 years,30-34,Male,M,Black or African American,2054-5,30.0
Brain and Other Nervous System,31010-31040,2015,30-34 years,30-34,Male,M,White,2106-3,391.0
Brain and Other Nervous System,31010-31040,2015,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,17.0
Brain and Other Nervous System,31010-31040,2015,35-39 years,35-39,Female,F,Black or African American,2054-5,25.0
Brain and Other Nervous System,31010-31040,2015,35-39 years,35-39,Female,F,White,2106-3,302.0
Brain and Other Nervous System,31010-31040,2015,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,25.0
Brain and Other Nervous System,31010-31040,2015,35-39 years,35-39,Male,M,Black or African American,2054-5,34.0
Brain and Other Nervous System,31010-31040,2015,35-39 years,35-39,Male,M,White,2106-3,377.0
Brain and Other Nervous System,31010-31040,2016,20-24 years,20-24,Female,F,Black or African American,2054-5,28.0
Brain and Other Nervous System,31010-31040,2016,20-24 years,20-24,Female,F,White,2106-3,156.0
Brain and Other Nervous System,31010-31040,2016,20-24 years,20-24,Male,M,Black or African American,2054-5,27.0
Brain and Other Nervous System,31010-31040,2016,20-24 years,20-24,Male,M,White,2106-3,256.0
Brain and Other Nervous System,31010-31040,2016,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,16.0
Brain and Other Nervous System,31010-31040,2016,25-29 years,25-29,Female,F,Black or African American,2054-5,31.0
Brain and Other Nervous System,31010-31040,2016,25-29 years,25-29,Female,F,White,2106-3,214.0
Brain and Other Nervous System,31010-31040,2016,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,24.0
Brain and Other Nervous System,31010-31040,2016,25-29 years,25-29,Male,M,Black or African American,2054-5,41.0
Brain and Other Nervous System,31010-31040,2016,25-29 years,25-29,Male,M,White,2106-3,312.0
Brain and Other Nervous System,31010-31040,2016,30-34 years,30-34,Female,F,Black or African American,2054-5,26.0
Brain and Other Nervous System,31010-31040,2016,30-34 years,30-34,Female,F,White,2106-3,286.0
Brain and Other Nervous System,31010-31040,2016,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,24.0
Brain and Other Nervous System,31010-31040,2016,30-34 years,30-34,Male,M,Black or African American,2054-5,38.0
Brain and Other Nervous System,31010-31040,2016,30-34 years,30-34,Male,M,White,2106-3,416.0
Brain and Other Nervous System,31010-31040,2016,35-39 years,35-39,Female,F,Black or African American,2054-5,32.0
Brain and Other Nervous System,31010-31040,2016,35-39 years,35-39,Female,F,White,2106-3,311.0
Brain and Other Nervous System,31010-31040,2016,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,29.0
Brain and Other Nervous System,31010-31040,2016,35-39 years,35-39,Male,M,Black or African American,2054-5,40.0
Brain and Other Nervous System,31010-31040,2016,35-39 years,35-39,Male,M,White,2106-3,384.0
Brain and Other Nervous System,31010-31040,2017,20-24 years,20-24,Female,F,Black or African American,2054-5,30.0
Brain and Other Nervous System,31010-31040,2017,20-24 years,20-24,Female,F,White,2106-3,168.0
Brain and Other Nervous System,31010-31040,2017,20-24 years,20-24,Male,M,Black or African American,2054-5,24.0
Brain and Other Nervous System,31010-31040,2017,20-24 years,20-24,Male,M,White,2106-3,209.0
Brain and Other Nervous System,31010-31040,2017,25-29 years,25-29,Female,F,Black or African American,2054-5,33.0
Brain and Other Nervous System,31010-31040,2017,25-29 years,25-29,Female,F,White,2106-3,260.0
Brain and Other Nervous System,31010-31040,2017,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,17.0
Brain and Other Nervous System,31010-31040,2017,25-29 years,25-29,Male,M,Black or African American,2054-5,32.0
Brain and Other Nervous System,31010-31040,2017,25-29 years,25-29,Male,M,White,2106-3,272.0
Brain and Other Nervous System,31010-31040,2017,30-34 years,30-34,Female,F,Black or African American,2054-5,30.0
Brain and Other Nervous System,31010-31040,2017,30-34 years,30-34,Female,F,White,2106-3,291.0
Brain and Other Nervous System,31010-31040,2017,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,25.0
Brain and Other Nervous System,31010-31040,2017,30-34 years,30-34,Male,M,Black or African American,2054-5,45.0
Brain and Other Nervous System,31010-31040,2017,30-34 years,30-34,Male,M,White,2106-3,392.0
Brain and Other Nervous System,31010-31040,2017,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,21.0
Brain and Other Nervous System,31010-31040,2017,35-39 years,35-39,Female,F,Black or African American,2054-5,35.0
Brain and Other Nervous System,31010-31040,2017,35-39 years,35-39,Female,F,White,2106-3,290.0
Brain and Other Nervous System,31010-31040,2017,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,30.0
Brain and Other Nervous System,31010-31040,2017,35-39 years,35-39,Male,M,Black or African American,2054-5,40.0
Brain and Other Nervous System,31010-31040,2017,35-39 years,35-39,Male,M,White,2106-3,419.0
Brain and Other Nervous System,31010-31040,2018,20-24 years,20-24,Female,F,Black or African American,2054-5,20.0
Brain and Other Nervous System,31010-31040,2018,20-24 years,20-24,Female,F,White,2106-3,153.0
Brain and Other Nervous System,31010-31040,2018,20-24 years,20-24,Male,M,Black or African American,2054-5,28.0
Brain and Other Nervous System,31010-31040,2018,20-24 years,20-24,Male,M,White,2106-3,215.0
Brain and Other Nervous System,31010-31040,2018,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,16.0
Brain and Other Nervous System,31010-31040,2018,25-29 years,25-29,Female,F,Black or African American,2054-5,29.0
Brain and Other Nervous System,31010-31040,2018,25-29 years,25-29,Female,F,White,2106-3,268.0
Brain and Other Nervous System,31010-31040,2018,25-29 years,25-29,Male,M,Black or African American,2054-5,35.0
Brain and Other Nervous System,31010-31040,2018,25-29 years,25-29,Male,M,White,2106-3,329.0
Brain and Other Nervous System,31010-31040,2018,30-34 years,30-34,Female,F,Black or African American,2054-5,37.0
Brain and Other Nervous System,31010-31040,2018,30-34 years,30-34,Female,F,White,2106-3,283.0
Brain and Other Nervous System,31010-31040,2018,30-34 years,30-34,Male,M,Black or African American,2054-5,43.0
Brain and Other Nervous System,31010-31040,2018,30-34 years,30-34,Male,M,White,2106-3,376.0
Brain and Other Nervous System,31010-31040,2018,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,16.0
Brain and Other Nervous System,31010-31040,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,30.0
Brain and Other Nervous System,31010-31040,2018,35-39 years,35-39,Female,F,White,2106-3,305.0
Brain and Other Nervous System,31010-31040,2018,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,22.0
Brain and Other Nervous System,31010-31040,2018,35-39 years,35-39,Male,M,Black or African American,2054-5,43.0
Brain and Other Nervous System,31010-31040,2018,35-39 years,35-39,Male,M,White,2106-3,413.0
Brain and Other Nervous System,31010-31040,2019,20-24 years,20-24,Female,F,Black or African American,2054-5,27.0
Brain and Other Nervous System,31010-31040,2019,20-24 years,20-24,Female,F,White,2106-3,155.0
Brain and Other Nervous System,31010-31040,2019,20-24 years,20-24,Male,M,Asian or Pacific Islander,A-PI,18.0
Brain and Other Nervous System,31010-31040,2019,20-24 years,20-24,Male,M,Black or African American,2054-5,30.0
Brain and Other Nervous System,31010-31040,2019,20-24 years,20-24,Male,M,White,2106-3,232.0
Brain and Other Nervous System,31010-31040,2019,25-29 years,25-29,Female,F,Black or African American,2054-5,21.0
Brain and Other Nervous System,31010-31040,2019,25-29 years,25-29,Female,F,White,2106-3,226.0
Brain and Other Nervous System,31010-31040,2019,25-29 years,25-29,Male,M,Black or African American,2054-5,39.0
Brain and Other Nervous System,31010-31040,2019,25-29 years,25-29,Male,M,White,2106-3,308.0
Brain and Other Nervous System,31010-31040,2019,30-34 years,30-34,Female,F,Black or African American,2054-5,26.0
Brain and Other Nervous System,31010-31040,2019,30-34 years,30-34,Female,F,White,2106-3,279.0
Brain and Other Nervous System,31010-31040,2019,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,17.0
Brain and Other Nervous System,31010-31040,2019,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,29.0
Brain and Other Nervous System,31010-31040,2019,30-34 years,30-34,Male,M,Black or African American,2054-5,26.0
Brain and Other Nervous System,31010-31040,2019,30-34 years,30-34,Male,M,White,2106-3,399.0
Brain and Other Nervous System,31010-31040,2019,30-34 years,30-34,Male,M,Other Races and Unknown combined,2131-1,17.0
Brain and Other Nervous System,31010-31040,2019,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,25.0
Brain and Other Nervous System,31010-31040,2019,35-39 years,35-39,Female,F,Black or African American,2054-5,35.0
Brain and Other Nervous System,31010-31040,2019,35-39 years,35-39,Female,F,White,2106-3,308.0
Brain and Other Nervous System,31010-31040,2019,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,17.0
Brain and Other Nervous System,31010-31040,2019,35-39 years,35-39,Male,M,Black or African American,2054-5,33.0
Brain and Other Nervous System,31010-31040,2019,35-39 years,35-39,Male,M,White,2106-3,429.0
Brain and Other Nervous System,31010-31040,2020,20-24 years,20-24,Female,F,Black or African American,2054-5,25.0
Brain and Other Nervous System,31010-31040,2020,20-24 years,20-24,Female,F,White,2106-3,144.0
Brain and Other Nervous System,31010-31040,2020,20-24 years,20-24,Male,M,Black or African American,2054-5,21.0
Brain and Other Nervous System,31010-31040,2020,20-24 years,20-24,Male,M,White,2106-3,206.0
Brain and Other Nervous System,31010-31040,2020,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,18.0
Brain and Other Nervous System,31010-31040,2020,25-29 years,25-29,Female,F,Black or African American,2054-5,27.0
Brain and Other Nervous System,31010-31040,2020,25-29 years,25-29,Female,F,White,2106-3,198.0
Brain and Other Nervous System,31010-31040,2020,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,25.0
Brain and Other Nervous System,31010-31040,2020,25-29 years,25-29,Male,M,Black or African American,2054-5,27.0
Brain and Other Nervous System,31010-31040,2020,25-29 years,25-29,Male,M,White,2106-3,289.0
Brain and Other Nervous System,31010-31040,2020,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,20.0
Brain and Other Nervous System,31010-31040,2020,30-34 years,30-34,Female,F,Black or African American,2054-5,41.0
Brain and Other Nervous System,31010-31040,2020,30-34 years,30-34,Female,F,White,2106-3,237.0
Brain and Other Nervous System,31010-31040,2020,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,22.0
Brain and Other Nervous System,31010-31040,2020,30-34 years,30-34,Male,M,Black or African American,2054-5,29.0
Brain and Other Nervous System,31010-31040,2020,30-34 years,30-34,Male,M,White,2106-3,342.0
Brain and Other Nervous System,31010-31040,2020,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,25.0
Brain and Other Nervous System,31010-31040,2020,35-39 years,35-39,Female,F,Black or African American,2054-5,25.0
Brain and Other Nervous System,31010-31040,2020,35-39 years,35-39,Female,F,White,2106-3,288.0
Brain and Other Nervous System,31010-31040,2020,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,30.0
Brain and Other Nervous System,31010-31040,2020,35-39 years,35-39,Male,M,Black or African American,2054-5,38.0
Brain and Other Nervous System,31010-31040,2020,35-39 years,35-39,Male,M,White,2106-3,412.0
Brain and Other Nervous System,31010-31040,2021,20-24 years,20-24,Female,F,Black or African American,2054-5,26.0
Brain and Other Nervous System,31010-31040,2021,20-24 years,20-24,Female,F,White,2106-3,149.0
Brain and Other Nervous System,31010-31040,2021,20-24 years,20-24,Male,M,Black or African American,2054-5,29.0
Brain and Other Nervous System,31010-31040,2021,20-24 years,20-24,Male,M,White,2106-3,189.0
Brain and Other Nervous System,31010-31040,2021,25-29 years,25-29,Female,F,Black or African American,2054-5,24.0
Brain and Other Nervous System,31010-31040,2021,25-29 years,25-29,Female,F,White,2106-3,201.0
Brain and Other Nervous System,31010-31040,2021,25-29 years,25-29,Male,M,Black or African American,2054-5,42.0
Brain and Other Nervous System,31010-31040,2021,25-29 years,25-29,Male,M,White,2106-3,260.0
Brain and Other Nervous System,31010-31040,2021,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,22.0
Brain and Other Nervous System,31010-31040,2021,30-34 years,30-34,Female,F,Black or African American,2054-5,30.0
Brain and Other Nervous System,31010-31040,2021,30-34 years,30-34,Female,F,White,2106-3,265.0
Brain and Other Nervous System,31010-31040,2021,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,24.0
Brain and Other Nervous System,31010-31040,2021,30-34 years,30-34,Male,M,Black or African American,2054-5,35.0
Brain and Other Nervous System,31010-31040,2021,30-34 years,30-34,Male,M,White,2106-3,365.0
Brain and Other Nervous System,31010-31040,2021,30-34 years,30-34,Male,M,Other Races and Unknown combined,2131-1,18.0
Brain and Other Nervous System,31010-31040,2021,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,19.0
Brain and Other Nervous System,31010-31040,2021,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
